time,time_sim,age_sim,hour_sim,arm_selected,reward
2024-01-20 23:11:30,2024-01-21 17:00:01,88,17,option3,1
2024-01-20 23:11:31,2024-01-22 16:00:43,73,16,option3,1
2024-01-20 23:11:32,2024-01-22 05:00:51,27,5,option3,1
2024-01-20 23:11:32,2024-01-22 12:00:17,33,12,option3,1
2024-01-20 23:11:33,2024-01-22 08:00:04,17,8,option3,0
2024-01-20 23:11:33,2024-01-22 14:00:37,70,14,option3,1
2024-01-20 23:11:34,2024-01-22 07:00:20,47,7,option3,1
2024-01-20 23:11:34,2024-01-21 19:00:01,39,19,option3,1
2024-01-20 23:11:35,2024-01-22 02:00:25,0,2,option1,1
2024-01-20 23:11:35,2024-01-22 05:00:26,106,5,option3,1
2024-01-20 23:11:36,2024-01-21 04:00:54,100,4,option3,1
2024-01-20 23:11:36,2024-01-22 09:00:33,94,9,option3,0
2024-01-20 23:11:38,2024-01-22 06:00:03,17,6,option2,0
2024-01-20 23:11:38,2024-01-21 16:00:57,73,16,option2,0
2024-01-20 23:11:39,2024-01-21 10:00:21,23,10,option1,0
2024-01-20 23:11:39,2024-01-21 12:00:02,90,12,option1,0
2024-01-20 23:11:40,2024-01-21 19:00:50,17,19,option2,0
2024-01-20 23:11:40,2024-01-21 22:00:00,89,22,option3,0
2024-01-20 23:11:41,2024-01-22 00:00:54,51,0,option3,0
2024-01-20 23:11:41,2024-01-21 20:00:07,94,20,option1,0
2024-01-20 23:11:42,2024-01-21 10:00:53,104,10,option1,0
2024-01-20 23:11:42,2024-01-21 12:00:14,25,12,option1,0
2024-01-20 23:11:43,2024-01-22 00:00:31,94,0,option3,1
2024-01-20 23:11:43,2024-01-21 06:00:26,74,6,option3,1
2024-01-20 23:11:44,2024-01-22 04:00:15,75,4,option2,0
2024-01-20 23:11:45,2024-01-21 04:00:56,1,4,option2,0
2024-01-20 23:11:45,2024-01-21 21:00:15,24,21,option1,1
2024-01-20 23:11:46,2024-01-22 15:00:37,107,15,option2,1
2024-01-20 23:11:46,2024-01-21 02:00:54,28,2,option3,1
2024-01-20 23:11:47,2024-01-22 04:00:22,89,4,option3,0
2024-01-20 23:11:47,2024-01-21 14:00:41,70,14,option3,1
2024-01-20 23:11:48,2024-01-21 09:00:08,19,9,option1,0
2024-01-20 23:11:48,2024-01-21 21:00:35,74,21,option1,0
2024-01-20 23:11:49,2024-01-22 03:00:23,65,3,option3,1
2024-01-20 23:11:49,2024-01-21 17:00:29,16,17,option2,1
2024-01-20 23:11:50,2024-01-21 12:00:04,69,12,option3,1
2024-01-20 23:11:51,2024-01-21 22:00:09,7,22,option1,0
2024-01-20 23:11:51,2024-01-21 16:00:52,36,16,option3,1
2024-01-20 23:11:52,2024-01-21 20:00:20,79,20,option3,1
2024-01-20 23:11:52,2024-01-22 00:00:37,119,0,option1,0
2024-01-20 23:11:53,2024-01-21 22:00:10,39,22,option2,0
2024-01-20 23:11:53,2024-01-22 19:00:12,55,19,option3,0
2024-01-20 23:11:54,2024-01-22 02:00:18,14,2,option2,0
2024-01-20 23:11:54,2024-01-22 11:00:22,85,11,option3,1
2024-01-20 23:11:55,2024-01-21 03:00:34,29,3,option2,0
2024-01-20 23:11:56,2024-01-21 04:00:05,69,4,option3,1
2024-01-20 23:11:56,2024-01-22 09:00:14,92,9,option3,1
2024-01-20 23:11:57,2024-01-22 10:00:41,94,10,option3,1
2024-01-20 23:11:57,2024-01-22 19:00:39,73,19,option1,0
2024-01-20 23:11:58,2024-01-21 22:00:48,9,22,option1,1
2024-01-20 23:11:58,2024-01-21 23:00:28,21,23,option2,0
2024-01-20 23:11:59,2024-01-21 19:00:24,34,19,option3,1
2024-01-20 23:12:00,2024-01-22 01:00:04,95,1,option3,1
2024-01-20 23:12:00,2024-01-22 22:00:07,72,22,option3,1
2024-01-20 23:12:01,2024-01-22 00:00:25,75,0,option3,1
2024-01-20 23:12:01,2024-01-21 22:00:04,101,22,option2,0
2024-01-20 23:12:02,2024-01-21 21:00:02,32,21,option2,0
2024-01-20 23:12:02,2024-01-21 14:00:43,87,14,option3,0
2024-01-20 23:12:03,2024-01-22 12:00:50,69,12,option3,1
2024-01-20 23:12:04,2024-01-22 15:00:44,88,15,option1,0
2024-01-20 23:12:04,2024-01-21 22:00:41,81,22,option1,0
2024-01-20 23:12:05,2024-01-21 10:00:16,109,10,option2,0
2024-01-20 23:12:05,2024-01-22 06:00:03,99,6,option1,0
2024-01-20 23:12:06,2024-01-21 13:00:32,78,13,option2,0
2024-01-20 23:12:06,2024-01-22 04:00:46,55,4,option2,0
2024-01-20 23:12:07,2024-01-22 01:00:53,60,1,option3,1
2024-01-20 23:12:08,2024-01-21 18:00:18,53,18,option1,0
2024-01-20 23:12:08,2024-01-22 09:00:09,86,9,option3,1
2024-01-20 23:12:09,2024-01-22 10:00:49,2,10,option1,1
2024-01-20 23:12:09,2024-01-22 03:00:36,115,3,option1,0
2024-01-20 23:12:10,2024-01-21 17:00:33,5,17,option1,0
2024-01-20 23:12:11,2024-01-22 08:00:33,108,8,option1,0
2024-01-20 23:12:11,2024-01-22 01:00:11,86,1,option1,0
2024-01-20 23:12:12,2024-01-21 06:00:00,73,6,option3,1
2024-01-20 23:12:12,2024-01-21 22:00:01,22,22,option2,0
2024-01-20 23:12:13,2024-01-22 12:00:02,35,12,option3,1
2024-01-20 23:12:14,2024-01-21 20:00:42,20,20,option2,0
2024-01-20 23:12:15,2024-01-22 09:00:05,6,9,option3,0
2024-01-20 23:12:15,2024-01-21 08:00:36,49,8,option2,0
2024-01-20 23:12:16,2024-01-22 09:00:44,99,9,option3,1
2024-01-20 23:12:17,2024-01-22 11:00:08,84,11,option2,0
2024-01-20 23:12:17,2024-01-21 21:00:22,16,21,option1,1
2024-01-20 23:12:18,2024-01-21 22:00:14,66,22,option1,0
2024-01-20 23:12:19,2024-01-21 21:00:40,110,21,option3,0
2024-01-20 23:12:19,2024-01-21 16:00:18,89,16,option1,0
2024-01-20 23:12:20,2024-01-22 06:00:23,97,6,option1,0
2024-01-20 23:12:20,2024-01-21 10:00:40,78,10,option3,0
2024-01-20 23:12:21,2024-01-21 11:00:21,89,11,option1,0
2024-01-20 23:12:21,2024-01-22 03:00:09,80,3,option2,0
2024-01-20 23:12:22,2024-01-22 14:00:35,112,14,option3,1
2024-01-20 23:12:22,2024-01-22 10:00:09,96,10,option3,0
2024-01-20 23:12:23,2024-01-21 22:00:55,46,22,option1,0
2024-01-20 23:12:23,2024-01-21 22:00:16,10,22,option1,1
2024-01-20 23:12:24,2024-01-21 17:00:57,62,17,option3,1
2024-01-20 23:12:25,2024-01-21 07:00:05,36,7,option3,1
2024-01-20 23:12:25,2024-01-21 20:00:38,45,20,option3,1
2024-01-20 23:12:25,2024-01-22 07:00:14,72,7,option2,0
2024-01-20 23:12:26,2024-01-22 14:00:42,109,14,option2,0
2024-01-20 23:12:27,2024-01-22 05:00:49,71,5,option3,1
2024-01-20 23:12:27,2024-01-21 16:00:37,26,16,option2,0
2024-01-20 23:12:28,2024-01-21 12:00:26,93,12,option1,0
2024-01-20 23:12:28,2024-01-22 10:00:34,13,10,option3,0
2024-01-20 23:12:29,2024-01-21 13:00:52,20,13,option2,0
2024-01-20 23:12:29,2024-01-21 08:00:16,22,8,option1,0
2024-01-20 23:12:30,2024-01-22 00:00:18,111,0,option1,0
2024-01-20 23:12:31,2024-01-21 17:00:43,43,17,option3,1
2024-01-20 23:12:32,2024-01-22 16:00:18,13,16,option2,0
2024-01-20 23:12:33,2024-01-21 13:00:14,119,13,option1,0
2024-01-20 23:12:33,2024-01-22 14:00:55,38,14,option3,1
2024-01-20 23:12:34,2024-01-22 14:00:00,86,14,option3,1
2024-01-20 23:12:34,2024-01-22 12:00:52,0,12,option1,1
2024-01-20 23:12:35,2024-01-21 12:00:24,106,12,option2,1
2024-01-20 23:12:35,2024-01-21 17:00:53,87,17,option3,0
2024-01-20 23:12:36,2024-01-22 13:00:22,99,13,option3,1
2024-01-20 23:12:36,2024-01-22 16:00:08,1,16,option2,0
2024-01-20 23:12:37,2024-01-22 18:00:44,102,18,option2,0
2024-01-20 23:12:38,2024-01-21 18:00:46,42,18,option3,1
2024-01-20 23:12:38,2024-01-22 01:00:29,23,1,option1,1
2024-01-20 23:12:39,2024-01-21 16:00:46,40,16,option1,0
2024-01-20 23:12:39,2024-01-22 11:00:28,79,11,option3,1
2024-01-20 23:12:40,2024-01-22 03:00:43,93,3,option2,0
2024-01-20 23:12:41,2024-01-22 06:00:04,4,6,option3,0
2024-01-20 23:12:41,2024-01-22 06:00:01,1,6,option3,0
2024-01-20 23:12:41,2024-01-22 10:00:57,117,10,option3,1
2024-01-20 23:12:42,2024-01-21 22:00:41,117,22,option1,0
2024-01-20 23:12:42,2024-01-21 06:00:50,43,6,option2,0
2024-01-20 23:12:43,2024-01-21 22:00:53,49,22,option3,1
2024-01-20 23:12:44,2024-01-22 00:00:15,87,0,option3,1
2024-01-20 23:12:44,2024-01-21 06:00:23,29,6,option3,1
2024-01-20 23:12:45,2024-01-21 18:00:23,103,18,option3,1
2024-01-20 23:12:45,2024-01-22 09:00:07,86,9,option3,1
2024-01-20 23:12:46,2024-01-22 06:00:14,59,6,option3,0
2024-01-20 23:12:46,2024-01-22 00:00:09,51,0,option1,0
2024-01-20 23:12:47,2024-01-22 01:00:33,89,1,option3,1
2024-01-20 23:12:47,2024-01-22 14:00:48,57,14,option3,1
2024-01-20 23:12:48,2024-01-21 15:00:50,36,15,option3,1
2024-01-20 23:12:49,2024-01-21 21:00:20,52,21,option3,1
2024-01-20 23:12:49,2024-01-22 02:00:27,80,2,option3,1
2024-01-20 23:12:50,2024-01-21 11:00:30,36,11,option1,0
2024-01-20 23:12:50,2024-01-22 00:00:47,75,0,option3,1
2024-01-20 23:12:51,2024-01-21 10:00:21,44,10,option2,0
2024-01-20 23:12:51,2024-01-21 19:00:37,96,19,option1,0
2024-01-20 23:12:52,2024-01-21 10:00:11,48,10,option3,1
2024-01-20 23:12:53,2024-01-22 10:00:56,19,10,option1,0
2024-01-20 23:12:53,2024-01-21 16:00:21,88,16,option3,1
2024-01-20 23:12:54,2024-01-22 14:00:01,35,14,option3,1
2024-01-20 23:12:54,2024-01-21 02:00:16,81,2,option3,1
2024-01-20 23:12:55,2024-01-22 15:00:27,101,15,option2,0
2024-01-20 23:12:55,2024-01-22 00:00:06,38,0,option2,0
2024-01-20 23:12:56,2024-01-22 14:00:30,119,14,option2,0
2024-01-20 23:12:56,2024-01-21 04:00:15,80,4,option3,0
2024-01-20 23:12:57,2024-01-21 17:00:39,62,17,option3,1
2024-01-20 23:12:57,2024-01-21 23:00:29,113,23,option1,0
2024-01-20 23:12:58,2024-01-21 19:00:22,107,19,option3,1
2024-01-20 23:12:58,2024-01-21 11:00:29,56,11,option1,0
2024-01-20 23:12:59,2024-01-22 00:00:32,46,0,option3,1
2024-01-20 23:12:59,2024-01-22 16:00:56,30,16,option3,1
2024-01-20 23:13:00,2024-01-21 19:00:40,21,19,option2,0
2024-01-20 23:13:00,2024-01-21 20:00:35,32,20,option3,1
2024-01-20 23:13:01,2024-01-22 16:00:38,55,16,option3,1
2024-01-20 23:13:02,2024-01-22 07:00:12,80,7,option3,1
2024-01-20 23:13:02,2024-01-21 20:00:39,6,20,option1,1
2024-01-20 23:13:03,2024-01-21 20:00:27,91,20,option1,0
2024-01-20 23:13:03,2024-01-21 11:00:36,56,11,option3,1
2024-01-20 23:13:04,2024-01-21 21:00:52,49,21,option3,1
2024-01-20 23:13:04,2024-01-22 11:00:37,118,11,option3,1
2024-01-20 23:13:05,2024-01-21 17:00:49,20,17,option2,1
2024-01-20 23:13:05,2024-01-21 16:00:52,99,16,option1,0
2024-01-20 23:13:06,2024-01-21 18:00:02,33,18,option2,0
2024-01-20 23:13:06,2024-01-21 21:00:50,99,21,option2,0
2024-01-20 23:13:07,2024-01-21 22:00:39,54,22,option2,0
2024-01-20 23:13:07,2024-01-21 10:00:22,41,10,option3,1
2024-01-20 23:13:08,2024-01-22 00:00:24,91,0,option3,1
2024-01-20 23:13:08,2024-01-22 01:00:24,68,1,option3,1
2024-01-20 23:13:09,2024-01-22 16:00:25,20,16,option2,1
2024-01-20 23:13:09,2024-01-21 12:00:08,115,12,option3,1
2024-01-20 23:13:10,2024-01-21 19:00:13,48,19,option3,1
2024-01-20 23:13:11,2024-01-22 01:00:30,88,1,option2,0
2024-01-20 23:13:11,2024-01-21 15:00:12,25,15,option3,0
2024-01-20 23:13:12,2024-01-22 05:00:48,58,5,option2,1
2024-01-20 23:13:12,2024-01-21 19:00:42,47,19,option3,1
2024-01-20 23:13:13,2024-01-21 23:00:18,19,23,option2,0
2024-01-20 23:13:13,2024-01-21 04:00:54,63,4,option3,1
2024-01-20 23:13:14,2024-01-22 03:00:49,65,3,option1,0
2024-01-20 23:13:15,2024-01-22 00:00:58,119,0,option3,1
2024-01-20 23:13:16,2024-01-22 04:00:56,95,4,option1,0
2024-01-20 23:13:16,2024-01-22 00:00:52,89,0,option3,1
2024-01-20 23:13:17,2024-01-22 18:00:53,37,18,option3,1
2024-01-20 23:13:17,2024-01-21 23:00:17,7,23,option3,0
2024-01-20 23:13:18,2024-01-22 00:00:48,13,0,option2,0
2024-01-20 23:13:18,2024-01-22 08:00:56,54,8,option3,1
2024-01-20 23:13:19,2024-01-21 18:00:25,92,18,option3,0
2024-01-20 23:13:20,2024-01-21 14:00:48,8,14,option3,0
2024-01-20 23:13:20,2024-01-22 12:00:22,101,12,option3,1
2024-01-20 23:13:21,2024-01-22 09:00:38,25,9,option3,1
2024-01-20 23:13:21,2024-01-21 13:00:49,85,13,option2,1
2024-01-20 23:13:22,2024-01-22 06:00:08,9,6,option3,0
2024-01-20 23:13:22,2024-01-22 05:00:03,87,5,option3,1
2024-01-20 23:13:23,2024-01-22 17:00:27,85,17,option1,0
2024-01-20 23:13:23,2024-01-21 18:00:28,104,18,option2,0
2024-01-20 23:13:24,2024-01-21 15:00:22,98,15,option3,1
2024-01-20 23:13:24,2024-01-22 05:00:55,108,5,option2,0
2024-01-20 23:13:25,2024-01-21 14:00:15,24,14,option1,0
2024-01-20 23:13:25,2024-01-21 09:00:44,27,9,option3,1
2024-01-20 23:13:26,2024-01-21 12:00:48,85,12,option3,1
2024-01-20 23:13:27,2024-01-21 23:00:00,61,23,option2,0
2024-01-20 23:13:27,2024-01-21 05:00:24,107,5,option3,1
2024-01-20 23:13:28,2024-01-21 20:00:29,12,20,option2,0
2024-01-20 23:13:29,2024-01-22 09:00:33,107,9,option3,0
2024-01-20 23:13:29,2024-01-21 20:00:00,36,20,option3,1
2024-01-20 23:13:30,2024-01-21 21:00:18,17,21,option1,1
2024-01-20 23:13:30,2024-01-21 15:00:39,32,15,option2,0
2024-01-20 23:13:31,2024-01-22 21:00:48,108,21,option1,0
2024-01-20 23:13:31,2024-01-21 19:00:53,96,19,option3,1
2024-01-20 23:13:32,2024-01-21 19:00:31,51,19,option3,1
2024-01-20 23:13:33,2024-01-21 11:00:24,33,11,option3,0
2024-01-20 23:13:33,2024-01-22 06:00:31,15,6,option1,1
2024-01-20 23:13:34,2024-01-22 03:00:49,36,3,option3,1
2024-01-20 23:13:35,2024-01-22 03:00:19,46,3,option3,1
2024-01-20 23:13:35,2024-01-21 20:00:37,47,20,option1,0
2024-01-20 23:13:36,2024-01-22 07:00:39,102,7,option3,1
2024-01-20 23:13:36,2024-01-22 01:00:10,104,1,option1,0
2024-01-20 23:13:37,2024-01-21 08:00:38,52,8,option3,1
2024-01-20 23:13:38,2024-01-21 19:00:04,18,19,option2,0
2024-01-20 23:13:38,2024-01-22 04:00:05,65,4,option2,0
2024-01-20 23:13:39,2024-01-22 13:00:31,45,13,option3,1
2024-01-20 23:13:39,2024-01-22 19:00:55,29,19,option3,1
2024-01-20 23:13:40,2024-01-21 21:00:14,107,21,option1,0
2024-01-20 23:13:40,2024-01-21 20:00:36,35,20,option3,1
2024-01-20 23:13:41,2024-01-21 04:00:59,72,4,option3,1
2024-01-20 23:13:41,2024-01-22 13:00:53,68,13,option3,1
2024-01-20 23:13:42,2024-01-22 06:00:16,109,6,option3,1
2024-01-20 23:13:43,2024-01-22 09:00:17,14,9,option1,0
2024-01-20 23:13:43,2024-01-21 23:00:46,2,23,option1,1
2024-01-20 23:13:44,2024-01-22 02:00:23,76,2,option2,0
2024-01-20 23:13:44,2024-01-21 08:00:47,72,8,option1,0
2024-01-20 23:13:45,2024-01-22 04:00:14,70,4,option3,1
2024-01-20 23:13:46,2024-01-21 15:00:04,42,15,option2,0
2024-01-20 23:13:46,2024-01-22 15:00:04,41,15,option3,1
2024-01-20 23:13:47,2024-01-22 10:00:51,77,10,option3,1
2024-01-20 23:13:47,2024-01-21 17:00:06,63,17,option3,1
2024-01-20 23:13:48,2024-01-21 18:00:40,58,18,option2,0
2024-01-20 23:13:48,2024-01-22 11:00:09,86,11,option1,0
2024-01-20 23:13:49,2024-01-21 19:00:52,41,19,option2,0
2024-01-20 23:13:50,2024-01-22 03:00:32,91,3,option2,0
2024-01-20 23:13:50,2024-01-21 14:00:18,31,14,option3,1
2024-01-20 23:13:51,2024-01-21 21:00:43,67,21,option1,0
2024-01-20 23:13:51,2024-01-22 01:00:00,96,1,option3,1
2024-01-20 23:13:52,2024-01-21 15:00:25,12,15,option1,1
2024-01-20 23:13:52,2024-01-21 11:00:13,90,11,option1,0
2024-01-20 23:13:53,2024-01-21 21:00:35,86,21,option3,1
2024-01-20 23:13:53,2024-01-21 23:00:50,49,23,option1,0
2024-01-20 23:13:54,2024-01-21 15:00:26,82,15,option3,1
2024-01-20 23:13:54,2024-01-21 08:00:16,73,8,option3,0
2024-01-20 23:13:55,2024-01-21 09:00:54,87,9,option3,1
2024-01-20 23:13:56,2024-01-22 15:00:29,94,15,option3,0
2024-01-20 23:13:56,2024-01-21 14:00:36,50,14,option3,1
2024-01-20 23:13:56,2024-01-21 05:00:52,44,5,option3,1
2024-01-20 23:13:57,2024-01-22 05:00:29,77,5,option3,1
2024-01-20 23:13:57,2024-01-21 03:00:38,38,3,option1,0
2024-01-20 23:13:58,2024-01-21 20:00:28,88,20,option2,0
2024-01-20 23:13:59,2024-01-22 06:00:33,101,6,option3,1
2024-01-20 23:13:59,2024-01-21 09:00:01,57,9,option1,0
2024-01-20 23:14:00,2024-01-22 03:00:59,30,3,option3,1
2024-01-20 23:14:00,2024-01-22 00:00:52,71,0,option1,0
2024-01-20 23:14:01,2024-01-21 21:00:36,6,21,option1,1
2024-01-20 23:14:02,2024-01-21 18:00:41,60,18,option3,1
2024-01-20 23:14:02,2024-01-21 19:00:07,92,19,option2,1
2024-01-20 23:14:03,2024-01-21 21:00:02,84,21,option2,0
2024-01-20 23:14:03,2024-01-22 09:00:10,10,9,option1,1
2024-01-20 23:14:04,2024-01-22 04:00:24,60,4,option1,0
2024-01-20 23:14:05,2024-01-21 23:00:38,117,23,option1,0
2024-01-20 23:14:05,2024-01-22 17:00:01,88,17,option3,1
2024-01-20 23:14:06,2024-01-21 05:00:20,96,5,option3,1
2024-01-20 23:14:06,2024-01-21 23:00:43,68,23,option3,1
2024-01-20 23:14:07,2024-01-21 18:00:16,54,18,option3,1
2024-01-20 23:14:08,2024-01-21 18:00:31,12,18,option2,0
2024-01-20 23:14:08,2024-01-21 21:00:38,102,21,option3,1
2024-01-20 23:14:09,2024-01-22 00:00:28,50,0,option1,0
2024-01-20 23:14:09,2024-01-21 20:00:02,63,20,option3,1
2024-01-20 23:14:10,2024-01-21 23:00:22,98,23,option2,0
2024-01-20 23:14:10,2024-01-21 23:00:52,25,23,option2,0
2024-01-20 23:14:11,2024-01-22 08:00:19,67,8,option2,0
2024-01-20 23:14:11,2024-01-22 16:00:34,42,16,option1,0
2024-01-20 23:14:12,2024-01-22 06:00:57,116,6,option2,0
2024-01-20 23:14:12,2024-01-21 07:00:31,47,7,option3,1
2024-01-20 23:14:13,2024-01-21 05:00:04,30,5,option3,1
2024-01-20 23:14:14,2024-01-21 14:00:06,30,14,option3,1
2024-01-20 23:14:14,2024-01-22 04:00:52,12,4,option1,1
2024-01-20 23:14:14,2024-01-21 13:00:21,77,13,option3,0
2024-01-20 23:14:15,2024-01-22 07:00:02,4,7,option1,1
2024-01-20 23:14:15,2024-01-21 13:00:54,36,13,option3,0
2024-01-20 23:14:16,2024-01-22 04:00:09,82,4,option1,0
2024-01-20 23:14:16,2024-01-22 18:00:25,61,18,option3,1
2024-01-20 23:14:17,2024-01-21 19:00:35,31,19,option3,1
2024-01-20 23:14:17,2024-01-22 02:00:55,12,2,option3,0
2024-01-20 23:14:18,2024-01-22 04:00:02,87,4,option3,1
2024-01-20 23:14:18,2024-01-21 17:00:14,46,17,option3,1
2024-01-20 23:14:19,2024-01-21 18:00:27,7,18,option1,0
2024-01-20 23:14:19,2024-01-21 19:00:01,70,19,option1,0
2024-01-20 23:14:20,2024-01-22 09:00:47,90,9,option2,0
2024-01-20 23:14:20,2024-01-21 19:00:37,113,19,option3,1
2024-01-20 23:14:21,2024-01-21 20:00:53,62,20,option2,0
2024-01-20 23:14:21,2024-01-22 07:00:53,48,7,option3,1
2024-01-20 23:14:21,2024-01-22 15:00:54,84,15,option3,1
2024-01-20 23:14:22,2024-01-21 05:00:58,8,5,option3,0
2024-01-20 23:14:22,2024-01-21 20:00:12,10,20,option1,1
2024-01-20 23:14:23,2024-01-21 22:00:06,35,22,option1,0
2024-01-20 23:14:23,2024-01-22 12:00:53,48,12,option3,1
2024-01-20 23:14:24,2024-01-22 01:00:26,77,1,option3,1
2024-01-20 23:14:25,2024-01-21 16:00:29,68,16,option3,1
2024-01-20 23:14:25,2024-01-22 01:00:59,46,1,option3,1
2024-01-20 23:14:26,2024-01-21 17:00:48,24,17,option2,0
2024-01-20 23:14:26,2024-01-21 20:00:35,62,20,option2,0
2024-01-20 23:14:27,2024-01-21 18:00:12,98,18,option3,0
2024-01-20 23:14:27,2024-01-21 14:00:25,9,14,option3,0
2024-01-20 23:14:28,2024-01-21 09:00:10,109,9,option3,0
2024-01-20 23:14:29,2024-01-22 02:00:22,76,2,option3,1
2024-01-20 23:14:29,2024-01-22 02:00:56,13,2,option1,1
2024-01-20 23:14:30,2024-01-21 22:00:17,12,22,option3,0
2024-01-20 23:14:30,2024-01-22 03:00:05,116,3,option3,1
2024-01-20 23:14:31,2024-01-22 15:00:08,73,15,option1,0
2024-01-20 23:14:31,2024-01-21 14:00:38,65,14,option3,0
2024-01-20 23:14:32,2024-01-21 23:00:46,64,23,option3,1
2024-01-20 23:14:33,2024-01-21 13:00:08,41,13,option3,1
2024-01-20 23:14:33,2024-01-22 11:00:33,111,11,option2,0
2024-01-20 23:14:34,2024-01-21 20:00:03,93,20,option2,0
2024-01-20 23:14:34,2024-01-21 23:00:11,21,23,option2,0
2024-01-20 23:14:35,2024-01-22 04:00:48,25,4,option1,1
2024-01-20 23:14:35,2024-01-22 08:00:35,90,8,option2,0
2024-01-20 23:14:36,2024-01-21 13:00:02,83,13,option3,1
2024-01-20 23:14:36,2024-01-22 06:00:52,98,6,option2,1
2024-01-20 23:14:37,2024-01-22 19:00:59,11,19,option1,0
2024-01-20 23:14:37,2024-01-21 11:00:46,31,11,option3,1
2024-01-20 23:14:37,2024-01-22 00:00:09,79,0,option1,0
2024-01-20 23:14:38,2024-01-22 05:00:28,75,5,option3,1
2024-01-20 23:14:39,2024-01-22 10:00:33,87,10,option3,0
2024-01-20 23:14:39,2024-01-21 14:00:47,118,14,option3,1
2024-01-20 23:14:40,2024-01-22 08:00:36,63,8,option2,0
2024-01-20 23:14:41,2024-01-22 01:00:28,43,1,option1,0
2024-01-20 23:14:41,2024-01-21 17:00:49,78,17,option3,1
2024-01-20 23:14:42,2024-01-21 12:00:46,111,12,option3,1
2024-01-20 23:14:43,2024-01-21 12:00:25,119,12,option3,0
2024-01-20 23:14:43,2024-01-21 15:00:44,39,15,option3,1
2024-01-20 23:14:44,2024-01-21 07:00:24,22,7,option1,0
2024-01-20 23:14:44,2024-01-21 20:00:38,20,20,option3,0
2024-01-20 23:14:45,2024-01-21 13:00:11,118,13,option3,1
2024-01-20 23:14:45,2024-01-21 23:00:13,108,23,option1,0
2024-01-20 23:14:46,2024-01-22 15:00:47,93,15,option1,0
2024-01-20 23:14:46,2024-01-21 17:00:45,31,17,option3,0
2024-01-20 23:14:47,2024-01-22 08:00:47,107,8,option1,1
2024-01-20 23:14:47,2024-01-22 02:00:44,94,2,option3,1
2024-01-20 23:14:48,2024-01-21 20:00:29,112,20,option2,0
2024-01-20 23:14:48,2024-01-21 05:00:18,48,5,option3,1
2024-01-20 23:14:49,2024-01-21 18:00:21,64,18,option3,1
2024-01-20 23:14:49,2024-01-22 06:00:02,28,6,option1,0
2024-01-20 23:14:50,2024-01-22 03:00:31,101,3,option3,1
2024-01-20 23:14:50,2024-01-22 04:00:53,27,4,option2,0
2024-01-20 23:14:51,2024-01-22 03:00:26,75,3,option3,1
2024-01-20 23:14:51,2024-01-22 07:00:29,112,7,option3,1
2024-01-20 23:14:52,2024-01-21 07:00:13,71,7,option3,1
2024-01-20 23:14:52,2024-01-22 03:00:52,46,3,option3,1
2024-01-20 23:14:53,2024-01-22 10:00:43,63,10,option1,0
2024-01-20 23:14:54,2024-01-21 14:00:29,72,14,option2,0
2024-01-20 23:14:54,2024-01-21 10:00:52,99,10,option1,0
2024-01-20 23:14:55,2024-01-22 01:00:31,113,1,option3,1
2024-01-20 23:14:56,2024-01-21 16:00:34,96,16,option1,0
2024-01-20 23:14:56,2024-01-21 06:00:18,72,6,option3,1
2024-01-20 23:14:57,2024-01-21 18:00:24,94,18,option3,1
2024-01-20 23:14:57,2024-01-22 04:00:43,5,4,option1,0
2024-01-20 23:14:58,2024-01-21 10:00:00,20,10,option2,0
2024-01-20 23:14:58,2024-01-22 09:00:04,68,9,option1,0
2024-01-20 23:14:59,2024-01-21 20:00:23,30,20,option1,0
2024-01-20 23:15:00,2024-01-21 23:00:57,9,23,option1,0
2024-01-20 23:15:00,2024-01-22 11:00:01,4,11,option3,0
2024-01-20 23:15:01,2024-01-21 04:00:09,26,4,option1,0
2024-01-20 23:15:01,2024-01-21 04:00:24,90,4,option3,1
2024-01-20 23:15:02,2024-01-22 07:00:31,71,7,option3,0
2024-01-20 23:15:02,2024-01-21 19:00:07,61,19,option1,0
2024-01-20 23:15:03,2024-01-22 08:00:14,105,8,option3,0
2024-01-20 23:15:03,2024-01-22 16:00:10,54,16,option3,1
2024-01-20 23:15:04,2024-01-21 18:00:38,41,18,option3,1
2024-01-20 23:15:04,2024-01-21 20:00:07,104,20,option1,0
2024-01-20 23:15:05,2024-01-21 15:00:43,110,15,option2,0
2024-01-20 23:15:05,2024-01-21 23:00:21,54,23,option1,0
2024-01-20 23:15:06,2024-01-21 09:00:35,39,9,option3,0
2024-01-20 23:15:06,2024-01-21 18:00:20,11,18,option1,0
2024-01-20 23:15:07,2024-01-22 07:00:03,67,7,option3,0
2024-01-20 23:15:07,2024-01-22 00:00:56,14,0,option2,0
2024-01-20 23:15:08,2024-01-21 18:00:16,44,18,option3,0
2024-01-20 23:15:08,2024-01-21 06:00:51,83,6,option3,1
2024-01-20 23:15:09,2024-01-22 19:00:18,91,19,option3,1
2024-01-20 23:15:09,2024-01-21 08:00:21,16,8,option1,0
2024-01-20 23:15:10,2024-01-21 13:00:19,95,13,option3,1
2024-01-20 23:15:10,2024-01-22 03:00:58,51,3,option3,1
2024-01-20 23:15:11,2024-01-22 06:00:36,27,6,option3,1
2024-01-20 23:15:11,2024-01-22 02:00:29,119,2,option3,1
2024-01-20 23:15:12,2024-01-21 10:00:54,26,10,option3,1
2024-01-20 23:15:12,2024-01-22 12:00:40,83,12,option1,0
